138,-1,1
139,155,1
139,140,1
139,123,1
139,122,1
140,139,1
140,155,1
140,157,1
140,141,1
140,123,1
141,140,1
141,157,1
141,158,1
141,142,1
141,126,1
142,141,1
142,157,1
142,158,1
142,159,1
142,143,1
142,127,1
142,126,1
143,142,1
143,158,1
143,159,1
143,127,1
143,126,1
144,160,1
144,161,1
144,145,1
144,129,1
144,128,1
145,144,1
145,160,1
145,161,1
145,162,1
145,129,1
145,128,1
146,-1,1
147,-1,1
148,-1,1
149,164,1
149,165,1
149,133,1
150,-1,1
151,135,1
151,152,1
151,168,1
152,151,1
152,168,1
152,153,1
152,137,1
152,135,1
153,168,1
153,152,1
153,137,1
154,-1,1
155,171,1
155,172,1
155,140,1
155,139,1
156,-1,1
157,140,1
157,172,1
157,173,1
157,174,1
157,158,1
157,142,1
157,141,1
158,157,1
158,173,1
158,174,1
158,175,1
158,159,1
158,143,1
158,142,1
158,141,1
159,158,1
159,174,1
159,175,1
159,143,1
159,142,1
160,17,1
160,161,1
160,145,1
160,144,1
161,160,1
161,177,1
161,178,1
161,162,1
161,145,1
161,144,1
162,161,1
162,177,1
162,178,1
162,179,1
162,163,1
162,145,1
163,162,1
163,178,1
163,179,1
163,180,1
163,164,1
164,163,1
164,179,1
164,180,1
164,181,1
164,165,1
164,149,1
165,164,1
165,180,1
165,181,1
165,182,1
165,149,1
166,-1,1
167,-1,1
168,183,1
168,184,1
168,185,1
168,153,1
168,152,1
168,151,1
169,-1,1
170,-1,1
171,186,1
171,187,1
171,188,1
171,172,1
171,156,1
172,171,1
172,187,1
172,188,1
172,189,1
172,173,1
172,157,1
172,155,1
173,172,1
173,188,1
173,189,1
173,190,1
173,174,1
173,158,1
173,157,1
174,173,1
174,189,1
174,190,1
174,175,1
174,159,1
174,158,1
174,157,1
175,174,1
175,190,1
175,159,1
175,158,1
176,-1,1
177,178,1
177,162,1
177,161,1
177,160,1
178,177,1
178,179,1
178,163,1
178,162,1
178,161,1
179,178,1
179,180,1
179,164,1
179,163,1
179,162,1
180,179,1
180,181,1
180,165,1
180,164,1
180,163,1
181,180,1
181,182,1
181,165,1
181,164,1
182,181,1
182,183,1
182,165,1
183,182,1
183,184,1
183,168,1
184,183,1
184,185,1
184,168,1
185,184,1
185,168,1
185,186,1
186,185,1
186,187,1
186,171,1
187,186,1
187,188,1
187,172,1
187,171,1
188,187,1
188,171,1
188,172,1
188,173,1
188,189,1
189,188,1
189,190,1
189,174,1
189,173,1
189,172,1
190,189,1
190,173,1
190,174,1
190,175,1
191,-1,1
